name,tag_a,tag_b,tag_c,byname,belonging,population,girls_population,mailaddress,twitter,instagram,youtube,other_account,homepage,area,clubroom,action_day,minimum_day,need_tool,action,action_career,festival,festival_doing,intercollegiate,intercollegiate_group,notkeio_people,notkeio_girls,affiliated_schools,sponsor,april,may,june,july,august,september,october,november,december,january,february,march,one_word,money,nomikai_frequency,nomikai_intensity,couple,handsome_beauty,honest,serious,past_questions,find_work,introduction,top_img,pic_1,pic_2,pic_3,pic_4,pic_5,pic_6,pic_7,pic_8,pic_9,pic_10,mov_1,mov_2
理工学部體育會ラグビー部,スポーツ,ラグビーチーム,理工学部体育会,リコタイラグビー KER,理工学部体育会,55,9,なし,KERRUGBY,https//www..com/keio.e.rugby,,,http://www.ker-rugby.org/,矢上グラウンド,矢上グラウンドの前,水土日,予定に合わせて適宜欠席可,,練習、他チームとの練習試合,理工系リーグ1部、学生クラブ選手権2部Aチーム,参加しなかった,,×,,0,0,,,新歓 通常練習 練習試合 ラグビー祭,通常練習 練習試合,通常練習 練習試合 春季納会,off,秋シーズン開始 通常練習 練習試合,夏合宿@菅平 通常練習 練習試合,通常練習 クラブ選手権大会,通常練習 クラブ選手権大会 秋季納会,off,off,春シーズン開始 通常練習 練習試合,通常練習 練習試合 追いコン,準体育会ラグビーチーム全学部入部可能！是非遊びにきて下さい！,0,2,3,4,3,3,3,2,OGOB強いです！,部費は0円！ 日吉キャンパスから歩いていける矢上グラウンドでの活動です。グラウンド、部室、ウエイトルーム、シャワールーム完備です！同期はもちろん、先輩後輩ともに仲良く、学年を超えて遊びに行ったりもしています。勉強もスポーツもどちらも本気な人にはぴったりです！,https://drive.google.com/uc?export=view&id=1V7EA9tWXwQUHMCUECQdH1nvrblqmVSC8,https://drive.google.com/uc?export=view&id=1o9L2I-2sxI1PTL-kFoV-fxVsUt0-kpSj,https://drive.google.com/uc?export=view&id=1XlPS9NlbTb7KqA0nFVGmw4-AqZHT3V0K,https://drive.google.com/uc?export=view&id=1oUfeF_VlsHtNWbPuqF_kaYavjif8aDEG,https://drive.google.com/uc?export=view&id=1i0dFU5PzxAhrH0Mwux9Zp2H-hd65nxpl,https://drive.google.com/uc?export=view&id=1yGkdmM8Da5RHwJU-I6mMyo7YVjEcJ7Yw,https://drive.google.com/uc?export=view&id=1KaMG5mCNiR6BLy-91etowj2ZiD4Ql0CT,https://drive.google.com/uc?export=view&id=1QyYnWDUO4JXP7UxcfjUyONIte8fRoBRg,https://drive.google.com/uc?export=view&id=10IwbWYQ8SOCxYkef-FWgiLEcc6DkopXf,https://drive.google.com/uc?export=view&id=1sjXRF5V1HQLUh9yiLRbyey-W9MlHMi90,https://drive.google.com/uc?export=view&id=1sP5kGtVGCLXJtBkhOV0iwjz-IsNAN3gC,https://drive.google.com/uc?export=view&id=1i6c6jSPyRbtv5GtdG3hnscngD1lXcT5f,
体育会矢上部硬式庭球部,スポーツ,テニス,理工学部体育会,リコタイテニス部,理工学部体育会,29,8,なし,rikotai_tennis,keio_rikotaitennis,,,https://rikotaitenniskeio.wixsite.com/official-page,慶應大学矢上キャンパス内コート,矢上キャンパス,週3~5,週3,ラケット、ウェア、テニスシューズ,矢上キャンパス内コートでの練習、他大学との対抗戦、関東理工連盟主催大会への出場、JTA主催個人戦への出場など,関東理工科リーグ第1部(全13部中)準優勝,参加しなかった,,×,,0,0,,,新歓期間,部内戦,前期納会,テスト前オフ期間,夏合宿、理工科個人戦、夏季練習,夏季練習,理工科リーグ戦期間,理工科新人戦トーナメント,後期納会、冬季オフ,テスト前オフ期間,春季練習、二軍戦期間,春合宿、早慶戦、春季練習,本気でテニスに取り組める最高の環境です！！,30000,2,1,4,3,4,4,4,多数の有名企業就職のOBOGの方々との交流、活動を通して社会に出た時必要となるマナーを身につけられるなど,"慶應義塾体育会矢上部硬式庭球部(リコタイテニス部)です！
 私達は理工科リーグ1部優勝を目指して日々練習に取り組んでいます！
 私たちの部は普段の練習に加えて、矢上キャンパスにあるコートをほとんど毎日使用することができ、コートは日吉キャンパスから歩いて約5分の立地のため、空きコマや休みの日などいつでもテニスができ、さらにナイター設備も完備しているため、時間帯を問わず練習ができます！その他にも壁打ちコートやトレーニング室、ガット張り機、シャワー室など充実した設備の中テニスができるため、どのレベルの選手でもかなり上手くなることができます！また今年からプロ選手を指導する牟田口恵美さんをコーチとして迎え、さらに上のレベルを目指すことができるようになりました！
 また、勉強面に関しても理工学部のスケジュールに合わせた日程となっており、テスト前には必ず1ヶ月のオフ期間があるため、勉強面に関しても心配はありません！
 また、勘違いされがちなのですが、文系学部、SFC所属の人も入部でき、現に部員の約半数が、文系、SFCの学部生です！初心者の方も大歓迎なので、ぜひ一度矢上キャンパスのコート、新歓の食事会、説明会に来て雰囲気を確かめてみてください！
 テニスが大好きな人、競技テニスとしてのテニスでレベルアップしたい人などいろんな方々の入部お待ちしております！私達と一緒に充実した熱い大学生活を送りましょう！",https://drive.google.com/uc?export=view&id=15tGlXkE2NZFylO4CzakJzMtCvC90cHHL,https://drive.google.com/uc?export=view&id=1H1zqgjyUKuWqUnyE0nDWThDcZIIRgaiF,https://drive.google.com/uc?export=view&id=1hTH9cLgZZYwqqVUj3LvEYfI1aIP2HQoy,https://drive.google.com/uc?export=view&id=1MzNRMJErQUfn2_A9UnkfhI-bqysjmfXz,https://drive.google.com/uc?export=view&id=1ichjIADHNK6Qwfiz5UAfB_y6GcC0pjpn,https://drive.google.com/uc?export=view&id=1PgsygC5-0AxFZbXi8xxuhOOJ0Lfq4vLf,https://drive.google.com/uc?export=view&id=14Pc_WDe2gLwWQQRZpK8yJOPscMtNzJAF,https://drive.google.com/uc?export=view&id=1t3AWEa46cHnLgs9Vq5KKZGrRjUqyCxA4,,,,https://drive.google.com/uc?export=view&id=1-aq0E-Bu1dwzgJXIzSQK9ZpJCiDsq0mz,https://drive.google.com/uc?export=view&id=1UK5Yc83Ttscv3R2wUhXOTbSPDSrHPwxB
理工学部体育会アメフト部BISON,スポーツ,アメフト,理工学部体育会,,理工学部体育会,35,4,なし,keiobison,keio_bison,,,https://bisonhorn.wixsite.com/keiobison,矢上グラウンド,矢上キャンパス,週2〜4,週2,やる気,アメフト,,参加しなかった,,×,,0,0,,,新歓イベント,早慶戦,オープン戦,オープン戦、夏休みイベント,夏合宿,リーグ戦,リーグ戦、温泉旅行,リーグ戦、どんぐり収穫祭,リーグ戦、クリパ,お年玉争奪戦,新体制スタート,練習,プレーヤー、マネージャー共に全学部から募集中！,0,2,1,4,5,5,5,4,OB会が毎年開催されます,理工学部体育会アメリカンフットボール部BISONです。関東学生フットボールクラブ連盟KCFF1部に所属する、長き伝統をもつクラブです🔥矢上キャンパスで週4回練習を行っています！学部学年を問わずプレーヤー、マネージャー共に大募集！初心者大歓迎です！,https://drive.google.com/uc?export=view&id=1KeccxVSvDltBVzKmD2eDUwS8vSujaMpg,https://drive.google.com/uc?export=view&id=1piy7ITkXEjy-qNiqSah59-hxwXYco15O,https://drive.google.com/uc?export=view&id=1OxAQBypO_PlxKnZ_7fO7H8-NGUkV_NOb,https://drive.google.com/uc?export=view&id=1Kobppdcyk9FmjObUYay7_zJ3_fMe8cu3,https://drive.google.com/uc?export=view&id=1a9Y2pUMFcFBmPTw09jnHsneCOcd6-Gto,https://drive.google.com/uc?export=view&id=1nMk3Hj-u0znnLgi2gNrESDH7s1_py4ma,https://drive.google.com/uc?export=view&id=1hZdFAwFxe1bMQayKLum8VKI54uAGDz8a,https://drive.google.com/uc?export=view&id=1OlaY3kl2fW4qU8rgIiOpjUlHrtomUSOo,https://drive.google.com/uc?export=view&id=1x5iwc3BNK5p5aJxODjBKtsty-RL8Fpkd,,,,
體育會ボクシング部,スポーツ,ボクシング,体育会,,体育会,20,4,keioboxing@hotmail.com,keio_boxing,keio_boxing,,,http://keioboxing.jp/,日吉蝮谷内ボクシング道場,日吉蝮谷内ボクシング道場,火〜金：17:45 土日：10:00,全参加,練習着、靴,練習,関東大学ボクシングリーグ２部準優勝,参加しなかった,,×,,0,0,,,新歓、横浜市民体育大会,リーグ戦,リーグ戦,リーグ戦、納会,夏合宿,,関学戦,全日本選手権大会,早慶戦、納会,試験off,春合宿,追いコン,大学始めでも結果を残せます。初心者大募集です！,24000,2,3,3,3,3,5,3,體育會のため縦の繋がりが強く、OBの方々にも協力していただけます。,とても仲が良く楽しい部活です。,,,,,,,,,,,,,
ホワイトベアアイスホッケークラブ,スポーツ,アイスホッケー,体育会所属団体,ベア、ホワイトベア,体育会所属団体,35,7,whitebearkeio@gmail.com,keiowhitebear,https//.com/keiowhitebear?r=nametag,,,https://keiowhitebear1933.wixsite.com/keiowhitebear,シチズンプラザ(高田馬場)、ダイドードリンコアイスアリーナ(東伏見)、,,週2-3、水曜と土日のどちらか,全参加,スケート靴、防具等(貸出あり),リーグ戦・早慶戦の優勝に向けた、アイスホッケーの練習,,参加しなかった,,×,,0,0,,,新歓ホッケー会、新人戦,決起会,春季リーグ予選、部員総会,春季リーグトーナメント戦、早慶戦,オフ,夏合宿,秋季リーグ予選,秋季リーグ予選,秋季リーグトーナメント戦,早慶戦(4年生引退試合),オフ,春合宿、納会、追いコン,アイスホッケーで熱い大学生活を送ろう！,15000,1,3,3,5,4,3,3,体育会所属である。OBや先輩後輩同士との縦の繋がりが強い。誰でも主体性を持てるのでアピールポイントに繋がる。,"私たちは週２〜３回の練習に加え、年２回の合宿を行い、リーグ戦や早慶戦での優勝を目指しています。現部員の７割がアイスホッケー未経験者です。初めは滑ることすらままならなかった人も、１年後には氷上で活躍することができます。経験者は即戦力となれる環境です！経験者も未経験者も、どのレベルの人にも、手厚いサポートと充実した日々をお約束します。マネージャーも募集中です！学年、男女を問わず、目標に向かって共に熱くなれる仲間をお待ちしています。
 深夜練だからこそ、練習外の時間の使い方は自由です。スポーツ、勉強、娯楽、全てを楽しみたい方は、ぜひ気軽に説明会や練習見学にお越しください。最後の学生生活を、充実したものにしましょう！",https://drive.google.com/uc?export=view&id=1ueX_KphGsmjj_lKug1MG3zJ0DMHSZYou,https://drive.google.com/uc?export=view&id=1GxlvKum8EyPzuiIWrrTPNPoplv8RdQJv,https://drive.google.com/uc?export=view&id=1ptz17uifBMjocvLkiTjOYze1eOLk2dZO,https://drive.google.com/uc?export=view&id=1lFXlKOZV2dOeL8HEmmtyacccYNuA6qCW,https://drive.google.com/uc?export=view&id=1fUNoOShcICV7uLN5I313QEimZsKVWZLH,https://drive.google.com/uc?export=view&id=1MUs2YEmwcSgyg3pcQ7UgBF0Bes2hw6zp,https://drive.google.com/uc?export=view&id=1WguGNVtvJjSzmbJ8ErGkrguzjfR3iExU,https://drive.google.com/uc?export=view&id=1pVYGY08Q1FgvOT7_Ri7vTDoCr-t01zBP,https://drive.google.com/uc?export=view&id=1zoro5CpMueMwK9TTOd8ithEcR3E0m7Fb,https://drive.google.com/uc?export=view&id=18KTkIO3EblG1i5pSbT8TMyitM6uNkwJY,https://drive.google.com/uc?export=view&id=1IVhpylkeRqgMRW6nXpdBuUyt2soN_GdK,,
體育會重量挙部,スポーツ,重量挙げ,体育会,,体育会,36,3,agebu.manager@gmail.com,keioWL2019,https//www..com/keio_weightlifting/,,,https://keiowl.wixsite.com/agebu/contact,協生館地下二階→記念館,協生館地下二階→記念館,平日3~4回+土曜日,平日3~4回+土曜日,ウエイトリフティングシューズ(貸出有り),インカレ入賞・一部リーグ昇格・早慶戦の勝利を目標として、日々練習に励んでいます。,第65回(2019年度)全日本大学対抗ウェイトリフティング選手権大会 5位入賞,参加しなかった,,×,,0,0,,,,横浜市民体育大会ウェイトリフティング選手権,東日本大学対抗ウエイトリフティング選手権大会、国体予選,,夏合宿,東日本学生ウエイトリフティング個人選手権大会,慶早戦,全日本大学対抗ウェイトリフティング選手権大会,全日本学生ウェイトリフティング新人選手権大会、神奈川選手権大会,,,総会・卒業生送別会、六大学記録会,全員に活躍のチャンスがあります！重量挙部で最高の大学生活を！,24000,1,3,2,3,5,3,3,OBやコーチが真摯に就活の相談に乗ってくださります。,"重量挙部は大学から競技を始めた部員が大半であり、未経験者が大会に出場し活躍できる数少ない體育會です。練習日は平日3~4回（選択制）と土曜の全体練習であり、インカレ入賞・一部リーグ昇格・早慶戦の勝利を目標として、日々練習に励んでいます。昨年度のインカレでは5位入賞という好成績を収めました！平日練習は選択制のため、勉強やアルバイトと両立しながら部活に打ち込むことができます。
 選手をサポートするマネージャーも募集中です。動画撮影・記録管理・大会運営が主な仕事です、「目標達成に向けて共に頑張っていきたい！」という方をお待ちしています！
 また、女子選手も大募集しています！我が部の女子選手は大学から競技を始め、インカレで入賞するなど大活躍しています！
 重量挙げは努力次第で全員に活躍のチャンスがあります。競技歴・学年・男女問わず、目標に向かって共に戦う仲間を待っています！ぜひ一度説明会、体験会にお越しください！",https://drive.google.com/uc?export=view&id=1by9Gww2yso_Y-7moLmEPFVqKpi3Slylw,https://drive.google.com/uc?export=view&id=1JC3QZI828CGIAxbGDSsC40fZ28z6QMho,https://drive.google.com/uc?export=view&id=1CS87g0Klt6egqhl09cE2LKFsuioh3eYC,https://drive.google.com/uc?export=view&id=1O9qftiVMEtDqDrMr66QTh66nV9J3bVjr,https://drive.google.com/uc?export=view&id=1zYzbvdqvSglLOZ5NgVC9lgxemIZP2L2V,,,,,,,https://drive.google.com/uc?export=view&id=1KlWlyp9jFBeXxZ96ZmzbxLtFK8-Cuv1f,
体育会相撲部,スポーツ,相撲,体育会,慶應相撲部,体育会,5,0,info@keio-sumo.jp,keiosumo3,,,,http://www.keio-sumo.jp/,三田綱町道場,,週4（火・木・土・日）,原則全参加（授業と被った場合授業優先可）,稽古体験の際は短パンと必要であればタオル（貸出可）をお持ちください。,大会に向けた稽古,東日本学生相撲選手権大会Aクラス8位、東日本学生相撲リーグ戦Bクラス優勝 など,参加しなかった,,×,,0,0,塾高・志木高,,新歓,東日本学生相撲新人選手権大会,東日本学生相撲選手権大会,東日本学生相撲個人体重別選手権大会,夏合宿,全国学生相撲個人体重別選手権大会,東日本学生相撲リーグ戦,全国学生相撲選手権大会（インカレ）,,,,卒業生追い出し稽古,貴方の様々な経験が相撲に生きます。土俵で輝きましょう！,0,4,3,2,3,4,4,2,特になし,"我々相撲部は週4日、三田にある綱町道場で稽古をしています。稽古は約2時間ほどでメリハリある稽古をするので、大学生活で体育会以外にも何かに取り組む時間を確保しやすい部活です。
 また、部員の中には大学で相撲を始めた初心者もおり、相撲未経験でも心配無用です！
 さらに、相撲は体が大きい人がやるというイメージがあるかもしれませんが、学生相撲には体重別の大会もあり小柄でも活躍できる場があるため体格も不問です！
 部員同士の仲も良く、大学生活で4年間打ち込める何かを探している方にとって最適な部活です！
 見学からでも構いませんので興味のある方は是非ぜひ一度ご連絡ください！",https://drive.google.com/uc?export=view&id=1SKNe8U1gLu7WZYApmtdmQ5XwhCS1fnQP,https://drive.google.com/uc?export=view&id=1G5KHjmslhFubR-5wmi16fs0jX_wK8JFj,https://drive.google.com/uc?export=view&id=1wHxiuf-9O0sY9NedE75lsNGL4KJ3j2xj,https://drive.google.com/uc?export=view&id=1xnNr5iMYU4pw-6cTHHb4NmZQyd561UcP,https://drive.google.com/uc?export=view&id=1iZlT_K_IYkjJQBUY0HDNdxyZRRGhnpn8,https://drive.google.com/uc?export=view&id=15xs0hYsS8mw4YGFPNjaJ__kDdvxon9fi,https://drive.google.com/uc?export=view&id=1bkeqcc6pVm-phekAtKWTBnty8E8H_glt,https://drive.google.com/uc?export=view&id=1Jfv1Ofp3wwbMIDz-x8X7ZgU5mCANMukO,https://drive.google.com/uc?export=view&id=1OO1CtIAYZKzfktAddPg47gnRN-bwqiKW,https://drive.google.com/uc?export=view&id=1USUq6fc3j6l7TRpcsLb-fayibuwlHdS7,https://drive.google.com/uc?export=view&id=1uVHbS7uvw5Pk_x-hkxdtrpVngTTBjewZ,https://drive.google.com/uc?export=view&id=1_UAVR6g72YALDahejp4Gkx1MKflMIt4r,https://drive.google.com/uc?export=view&id=1KeIoYWKIzsLpaZU8vhBE_vqdkkO3C8_o
體育會合氣道部,スポーツ,合氣道,体育会,,体育会,23,6,aikido.keio@gmail.com,keioaiki,,,,https://www.keio-aikido.com,慶應義塾體育會合氣道部蝮谷道場,同上,週6,基本的には全参加,道着だけ(しかも貸出あり)!,合氣道の稽古,全日本大会 個人1.2.3.4位入賞 団体の部1位,参加した,演武会を行いました,×,,0,0,早稲田大学、東京大学、明治大学、東京工業大学、日本大学など,,お花見、新歓オリエンテーション,新入生歓迎会、部内新人戦,前期納会,試験前オフ,夜行軍、夏季合宿,全日本大会,慶早戦,三田祭演武,後期納会、早慶明合同稽古、忘年会,年度納会、試験前オフ,春合宿,AII keio 、20大学合同稽古、テニス大会,武道をやってみたい方、やる氣のある方を募集しています！,24000,2,2,3,3,5,5,2,部OB・OGを訪問して話を聞くことができる,合氣道というのは、相手を導く武道です。うまく導くためには、技が正確であるだけでなく相手の心を把握する必要があります。私達と一緒に心と体を鍛える武道をやってみませんか？,https://drive.google.com/uc?export=view&id=1wH5eJP4ECu5_FesCP2OvsN5Z0dqGQUxv,https://drive.google.com/uc?export=view&id=1jwulHwg_vTMLZsJyG--LU6-mgR7Ws8r3,https://drive.google.com/uc?export=view&id=1wXhvii_qzLuzX6ycq8ohUUslF6ik5l8R,,,,,,,,,,
體育會バドミントン部,スポーツ,バドミントン,体育会,,体育会,19,6,なし,keio_bad,keio_badminton,,,https://keiobad.com/,日吉キャンパス記念館.蝮谷体育館.会堂,日吉キャンパス記念館横,週6回(月or火オフ),授業等が無ければ基本的に全参加,ラケット、ウェア、シューズ、他適宜活動に必要なもの,体育館での練習、外でのトレーニング等,関東学生リーグ男子4部女子3部所属、個人インカレ出場有り,参加しなかった,,×,,0,0,,,春季リーグ戦,春季リーグ戦,関東学生バドミントン選手権大会,合宿,東日本大会,東日本大会、秋季リーグ戦,インカレ、早慶戦,,,,,新人戦、合宿,全力で何かを頑張りたい人、募集中です！,30000,2,2,3,5,5,5,2,OB•OGの方とのつながりが強い,バドミントン強くなりたい方、大歓迎です！初心者も歓迎です！,https://drive.google.com/uc?export=view&id=15n1VhUPjbBA9leTlxYnO-OeHaSPg5azA,,,,,,,,,,,,
體育會所属準體育會アメリカンフットボール部ダックス,スポーツ,アメリカンフットボール,体育会,慶應ダックス,体育会,50,10,なし,2020_ducks,keioducks,KEIO DUCKS,,https://keioducks.wixsite.com/keioducks,新横浜、川崎、下高井戸等の人工芝グラウンド、多摩川グラウンド,食堂棟3階に占有スペースあり,週3〜4,基本全参加（応相談）,アメフト用防具、やる気,春期: 他チームとの合同練習、対外試合 秋期: リーグ戦、関東選手権,,参加しなかった,,×,,0,0,早稲田大学、明治大学、東洋大学、日本大学等,,新歓、練習試合,早慶戦、練習試合,1年生週間、JVメージ,社会人リーグとのオールスターゲーム、シーズンオフ、夏納会,シーズンイン、夏合宿,リーグ戦開幕,リーグ戦,リーグ戦,リーグ戦、関東選手権,シーズンオフ、冬納会、退部式,シーズンイン、春合宿,合同練習、対外試合,未経験者も大歓迎です！マネージャーも募集しています！,25000,2,3,4,4,4,4,4,アメフトというスポーツの特質上、根気よく体力もあると見られる。また、56年続く歴史あるクラブのため、OBも様々な業界で活躍している。先輩方の華々しい就職先を是非聞きに来てください！,我々ダックスは、アメフトにおいては體育會、それ以外はサークルという姿勢で日々練習に励みつつ楽しむところは楽しんでいます。準體育會という性質上、體育會と比べられがちですが、練習日数が3〜4日のため、アルバイトや資格勉強など自分のやりたいことに時間を費やすことができます。また留学を許容していることも大きな特徴です！スポーツに本気で取り組みながらも、大学生活を充実させたい！という人は是非ダックスへ！,https://drive.google.com/uc?export=view&id=1Yp7hMC7cgklaRoDo6xqBSNskyr7dOZyy,https://drive.google.com/uc?export=view&id=18M7-y_2BoiGmGNu65_Wx4nnT-VU82iWI,https://drive.google.com/uc?export=view&id=1tmZXlSFiimhJ5pD-kuj0r3m6jIFkiK2H,https://drive.google.com/uc?export=view&id=1un56mqhIR2rugMEsnoKbYVJRqUV6i3x4,https://drive.google.com/uc?export=view&id=1QQebZvqFoodfgI5kMR8NLeEPscDB3Mkd,https://drive.google.com/uc?export=view&id=1OulS8WaisPzgjHw8gjqczNmB253pteQp,,,,,,,
総合音楽研究会,音楽,オールジャンルバンドサークル,独立団体,SOK,独立団体,200,100,sugano.sok19@gmail.com,Souonken,,,,http://souonken.main.jp/,食堂棟3階N-10、下北沢ベイド,食堂棟3階N-10,不定期,とくになし,元気,ライブ、スキー、スノボ、BBQ,2017年三田祭模擬店大賞受賞,参加した,ライブ、焼きそばの模擬店,×,,0,0,,,新歓ライブ、新歓合宿,新入生ライブ、BBQ,6月ライブ,テストのためなし,8月ライブ、海の家,夏合宿,10月ライブ、BBQ,三田祭,12月ライブ,テストのためなし,2月ライブ、冬合宿,卒業ライブ、追いコン,とにかく自由で、規模が大きく、年会費が安いのが特徴です！,5000,5,2,4,3,3,1,4,OBOGの指導、コネ,イベントの参加が自由なので兼サーしやすい,,,,,,,,,,,,,
Dance Unit W+I&S,スポーツ,ダンス,独立団体,ドゥブルベ、ドゥブ,独立団体,100,68,なし,wis_dance_home,danceunitwis,,,,sfcフィットネスルーム、sfcアリーナ,φ108,公演期間中は土日、平日1〜2日,週3日,内履き,ダンス,,参加しなかった。,,×,,0,0,,モンスターエナジー、ダンサーズコレクション、地域の企業,春公演練習,春公演練習,春公演,たなるべ,秋祭練習,秋祭練習（合宿）,秋祭,おどるべ,,,first challenge（一年生のみ）,春公演練習（合宿）,とても暖かいサークルです！ダンスに少しでも興味ある人大歓迎！,10000,2,2,4,5,4,5,3,"・OBOGとの繋がりが強い。
 ・協賛企業や業者などと接する機会があるため、社会経験になる。","こんにちは、Dance Unit W+I&S(ドゥブルベ)です！
 我々W+I&Sは今年で創設31年目を迎える、SFC唯一のダンスサークルであり、毎年春公演と秋祭の２つのステージに向けて日々ダンスに取り組んでいます！
 W+I&Sは本当にホームのように温かいサークルなので、ダンスに少しでも興味ある人は一度体験に来てみて下さい！
 経験者、未経験者問わず、誰でも大歓迎です！！",,,,,,,,,,,,,
バスケットボール部(理工学部),スポーツ,バスケットボール,理工学部体育会,リコタイバスケ部、準体育会バスケ部,理工学部体育会,80,30,なし,"(公式)rikotai_bsk ,(新歓用)keiorikotaibsk",rikotaibasket19,,,,綱島地区センター、小机地区センター等,,週2or3 火、木、金 (土、日)(試合),プレーヤーは全参加、マネージャーは任意の日程,シューズ、ウェア,体育館での練習、練習試合、大会,昨年度関東理工系バスケットリーグ(4部構成) 1部準優勝,参加した,一昨年度 模擬店を出店,×,,0,0,,,新歓、通常練習、練習試合,通常練習、練習試合,通常練習、練習試合、夏季理工系リーグ(大会),通常練習、練習試合、夏季理工系リーグ(大会),オフ,夏季合宿、通常練習、練習試合,通常練習、練習試合,通常練習、練習試合,通常練習、練習試合、理工系リーグ新人戦(大会),オフ,春季合宿、通常練習、練習試合,通常練習、練習試合、春季理工系トーナメント(大会),2019関東理工リーグ1部準優勝！ マネージャー募集中です！,5000,3,3,4,4,4,5,4,準体育会でアピールできます。主将･主務などもアピールでき、各業界のOB会も充実しています。,バスケは本気で全員で優勝を目指しています。コート外でも学年･プレマネ･学部問わず仲が良いです。就活でも4年間打ち込んだものとして自信を持てます。まずは新歓へ！！,https://drive.google.com/uc?export=view&id=1jwxn5WFODK2zjwzkM6XaeyGNmZljZZmT,https://drive.google.com/uc?export=view&id=12yGcBuUuSLqvN4_7MD1i1xj6sHPP7ovd,https://drive.google.com/uc?export=view&id=1Irkjzdp34lDJT0P09Lsq8BhWYIkSJJ6T,https://drive.google.com/uc?export=view&id=1HE2loDl6nvumq6rrUaQVkC2IycUTNkK7,https://drive.google.com/uc?export=view&id=1tOA2SDUpvAUF4NGQvoYmmYvRcFCJHpak,https://drive.google.com/uc?export=view&id=1ackCYVnwC9XFdaDJnQh5-NNdbgy7QOha,https://drive.google.com/uc?export=view&id=1vbxRB6KiPbGRGjhCEr5_uxBNmNecpe9D,https://drive.google.com/uc?export=view&id=1cRX2T-wslENl2X7B0AEUMyvkze-_30Ib,https://drive.google.com/uc?export=view&id=1mSbKahHqzgoAru659AYVaM2-yfjpX-S_,https://drive.google.com/uc?export=view&id=1fDfRTMechOOlJ1B_di53rzZXNcPE1KIL,,,
ウインザーテニスクラブ,,,独立団体,ウインザー,独立団体,150,70,なし,windsor_keio20,windsor_keio2020,,,,新横浜、多摩川、大井埠頭,,月〜土の週6日,特になし,ラケット（貸し出しできます）、ウェア,新横浜や多摩川のテニスコートで練習しています,男子関東1回戦突破、女子塾内ベスト16,参加しなかった。,,×,,0,0,,,顔合わせ会、新歓総会、一年生企画,新歓合宿、ボーリング大会,早慶戦観戦、日吉戦,関東企画,強化練、夏合宿,関東団体戦、一年生合宿,塾内団体戦、ミュージックフェスティバル,ウインザー杯、塾内企画,総会コンパ、クリスマスパーティー,新年会、日吉戦,春合宿、初心者戦,卒業生イベント、一年生戦,,,2,3,5,4,3,3,3,特になし,ウインザーは今年で55年目を迎える伝統あるサークルです。月曜から金曜の平日に加えて土曜日も練習を開催しており、好きな時に好きなだけテニスができます！主な練習場所は新横浜や多摩川で、初心者指導も充実しているのでテニスをやったことがない人もすぐに上達します⭐︎テニス以外のイベントもたくさんあるので大学生活がより一層彩ること間違いなし！大規模ながらも男女学年を超えて本当に仲の良いアットホームなサークルです( ´ ▽ ` ),,,,,,,,,,,,,
